game_id,team,bookmaker,market,open_time,matchup_x,open_odds,point_x,game_time_x,game_date_x,game_hour_x,game_minute_x,latest_time,matchup_y,latest_odds,point_y,game_time_y,game_date_y,game_hour_y,game_minute_y,delta,delta_pct_num,abs_pct_num,direction,delta_pct,abs_pct
Arizona Diamondbacks_San Diego Padres_20250708_0141,Over,BetRivers,totals,2025-07-07 14:23:23,Arizona Diamondbacks @ San Diego Padres,1.83,8.0,2025-07-08 01:41:00,2025-07-08,1,41,2025-07-07 16:46:44,Arizona Diamondbacks @ San Diego Padres,1.88,8.0,2025-07-08 01:41:00,2025-07-08,1,41,0.05,2.73,2.73,🔺 up,2.73%,2.73%
Texas Rangers_Los Angeles Angels_20250708_0138,Under,MyBookie.ag,totals,2025-07-07 14:23:23,Texas Rangers @ Los Angeles Angels,1.87,7.5,2025-07-08 01:38:00,2025-07-08,1,38,2025-07-07 16:46:44,Texas Rangers @ Los Angeles Angels,1.82,7.5,2025-07-08 01:38:00,2025-07-08,1,38,-0.05,-2.67,2.67,🔻 down,-2.67%,2.67%
Colorado Rockies_Boston Red Sox_20250707_2311,Over,BetOnline.ag,totals,2025-07-07 14:23:23,Colorado Rockies @ Boston Red Sox,1.9,10.0,2025-07-07 23:11:00,2025-07-07,23,11,2025-07-07 16:46:44,Colorado Rockies @ Boston Red Sox,1.85,10.0,2025-07-07 23:11:00,2025-07-07,23,11,-0.05,-2.63,2.63,🔻 down,-2.63%,2.63%
Philadelphia Phillies_San Francisco Giants_20250708_0146,Under,DraftKings,totals,2025-07-07 14:23:23,Philadelphia Phillies @ San Francisco Giants,1.93,7.5,2025-07-08 01:46:00,2025-07-08,1,46,2025-07-07 16:46:44,Philadelphia Phillies @ San Francisco Giants,1.88,7.5,2025-07-08 01:46:00,2025-07-08,1,46,-0.05,-2.59,2.59,🔻 down,-2.59%,2.59%
Texas Rangers_Los Angeles Angels_20250708_0138,Over,BetOnline.ag,totals,2025-07-07 14:23:23,Texas Rangers @ Los Angeles Angels,1.95,7.5,2025-07-08 01:38:00,2025-07-08,1,38,2025-07-07 16:46:44,Texas Rangers @ Los Angeles Angels,2.0,7.5,2025-07-08 01:38:00,2025-07-08,1,38,0.05,2.56,2.56,🔺 up,2.56%,2.56%
Texas Rangers_Los Angeles Angels_20250708_0138,Over,BetUS,totals,2025-07-07 14:23:23,Texas Rangers @ Los Angeles Angels,1.95,7.5,2025-07-08 01:38:00,2025-07-08,1,38,2025-07-07 16:46:44,Texas Rangers @ Los Angeles Angels,2.0,7.5,2025-07-08 01:38:00,2025-07-08,1,38,0.05,2.56,2.56,🔺 up,2.56%,2.56%
Arizona Diamondbacks_San Diego Padres_20250708_0141,Under,BetRivers,totals,2025-07-07 14:23:23,Arizona Diamondbacks @ San Diego Padres,1.97,8.0,2025-07-08 01:41:00,2025-07-08,1,41,2025-07-07 16:46:44,Arizona Diamondbacks @ San Diego Padres,1.92,8.0,2025-07-08 01:41:00,2025-07-08,1,41,-0.05,-2.54,2.54,🔻 down,-2.54%,2.54%
Texas Rangers_Los Angeles Angels_20250708_0138,Over,LowVig.ag,totals,2025-07-07 14:23:23,Texas Rangers @ Los Angeles Angels,1.98,7.5,2025-07-08 01:38:00,2025-07-08,1,38,2025-07-07 16:46:44,Texas Rangers @ Los Angeles Angels,2.03,7.5,2025-07-08 01:38:00,2025-07-08,1,38,0.05,2.53,2.53,🔺 up,2.53%,2.53%
Cleveland Guardians_Houston Astros_20250708_0010,Over,BetUS,totals,2025-07-07 14:23:23,Cleveland Guardians @ Houston Astros,2.0,7.5,2025-07-08 00:10:00,2025-07-08,0,10,2025-07-07 16:46:44,Cleveland Guardians @ Houston Astros,2.05,7.5,2025-07-08 00:10:00,2025-07-08,0,10,0.05,2.5,2.5,🔺 up,2.5%,2.5%
Pittsburgh Pirates_Kansas City Royals_20250707_2340,Under,BetUS,totals,2025-07-07 14:23:23,Pittsburgh Pirates @ Kansas City Royals,2.0,8.5,2025-07-07 23:40:00,2025-07-07,23,40,2025-07-07 16:46:44,Pittsburgh Pirates @ Kansas City Royals,1.95,8.5,2025-07-07 23:40:00,2025-07-07,23,40,-0.05,-2.5,2.5,🔻 down,-2.5%,2.5%
Pittsburgh Pirates_Kansas City Royals_20250707_2340,Under,Bovada,totals,2025-07-07 14:23:23,Pittsburgh Pirates @ Kansas City Royals,2.0,8.5,2025-07-07 23:40:00,2025-07-07,23,40,2025-07-07 16:46:44,Pittsburgh Pirates @ Kansas City Royals,1.95,8.5,2025-07-07 23:40:00,2025-07-07,23,40,-0.05,-2.5,2.5,🔻 down,-2.5%,2.5%
