timestamp,game_id,matchup,team,bookmaker,market,odds,point,game_time,game_date,game_hour,game_minute
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,FanDuel,h2h,1.93,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,FanDuel,h2h,1.93,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,FanDuel,spreads,1.55,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,FanDuel,spreads,2.5,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,FanDuel,totals,1.88,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,FanDuel,totals,1.94,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,MyBookie.ag,h2h,1.95,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,MyBookie.ag,h2h,1.9,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,MyBookie.ag,spreads,1.57,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,MyBookie.ag,spreads,2.48,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,MyBookie.ag,totals,1.87,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,MyBookie.ag,totals,1.94,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,DraftKings,h2h,1.93,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,DraftKings,h2h,1.88,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,DraftKings,spreads,1.57,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,DraftKings,spreads,2.42,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,DraftKings,totals,1.89,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,DraftKings,totals,1.93,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,BetMGM,h2h,1.95,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,BetMGM,h2h,1.87,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,BetMGM,spreads,1.57,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,BetMGM,spreads,2.45,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,BetMGM,totals,1.87,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,BetMGM,totals,1.95,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,BetRivers,h2h,1.93,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,BetRivers,h2h,1.89,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,BetRivers,spreads,1.54,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,BetRivers,spreads,2.45,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,BetRivers,totals,1.88,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,BetRivers,totals,1.92,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,Bovada,h2h,1.96,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,Bovada,h2h,1.86,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,Bovada,spreads,1.61,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,Bovada,spreads,2.4,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,Bovada,totals,1.91,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,Bovada,totals,1.91,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,BetUS,h2h,2.0,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,BetUS,h2h,1.91,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,BetUS,spreads,1.61,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,BetUS,spreads,2.44,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,BetUS,totals,1.91,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,BetUS,totals,1.91,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,BetOnline.ag,h2h,1.99,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,BetOnline.ag,h2h,1.92,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,BetOnline.ag,spreads,1.61,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,BetOnline.ag,spreads,2.43,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,BetOnline.ag,totals,1.89,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,BetOnline.ag,totals,1.93,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,LowVig.ag,h2h,1.99,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,LowVig.ag,h2h,1.92,,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,LowVig.ag,spreads,1.61,1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Tampa Bay Rays,LowVig.ag,spreads,2.44,-1.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Over,LowVig.ag,totals,1.92,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Tampa Bay Rays_Detroit Tigers_20250707_2241,Tampa Bay Rays @ Detroit Tigers,Under,LowVig.ag,totals,1.95,8.5,2025-07-07 22:41:00,2025-07-07,22,41
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,FanDuel,h2h,1.43,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,FanDuel,h2h,2.94,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,FanDuel,spreads,1.83,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,FanDuel,spreads,2.0,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,FanDuel,totals,1.95,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,FanDuel,totals,1.87,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,MyBookie.ag,h2h,1.42,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,MyBookie.ag,h2h,2.98,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,MyBookie.ag,spreads,1.84,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,MyBookie.ag,spreads,2.0,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,MyBookie.ag,totals,1.96,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,MyBookie.ag,totals,1.85,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,LowVig.ag,h2h,1.44,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,LowVig.ag,h2h,3.01,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,LowVig.ag,spreads,1.87,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,LowVig.ag,spreads,2.01,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,LowVig.ag,totals,1.93,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,LowVig.ag,totals,1.94,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,BetOnline.ag,h2h,1.44,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,BetOnline.ag,h2h,3.01,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,BetOnline.ag,spreads,1.85,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,BetOnline.ag,spreads,1.98,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,BetOnline.ag,totals,1.9,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,BetOnline.ag,totals,1.92,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,DraftKings,h2h,1.41,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,DraftKings,h2h,2.95,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,DraftKings,spreads,1.85,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,DraftKings,spreads,1.96,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,DraftKings,totals,1.94,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,DraftKings,totals,1.87,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,BetUS,h2h,1.43,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,BetUS,h2h,2.98,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,BetUS,spreads,1.83,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,BetUS,spreads,2.0,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,BetUS,totals,1.91,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,BetUS,totals,1.91,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,Bovada,h2h,1.42,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,Bovada,h2h,2.95,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,Bovada,spreads,1.87,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,Bovada,spreads,1.95,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,Bovada,totals,1.95,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,Bovada,totals,1.87,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,BetMGM,h2h,1.4,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,BetMGM,h2h,3.0,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,BetMGM,spreads,1.85,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,BetMGM,spreads,1.98,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,BetMGM,totals,1.95,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,BetMGM,totals,1.87,10.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,BetRivers,h2h,1.41,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,BetRivers,h2h,3.0,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Boston Red Sox,BetRivers,spreads,1.88,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Colorado Rockies,BetRivers,spreads,1.91,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Over,BetRivers,totals,1.83,9.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Colorado Rockies_Boston Red Sox_20250707_2311,Colorado Rockies @ Boston Red Sox,Under,BetRivers,totals,1.96,9.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,FanDuel,h2h,1.74,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Miami Marlins,FanDuel,h2h,2.16,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,FanDuel,spreads,2.42,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Miami Marlins,FanDuel,spreads,1.58,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Over,FanDuel,totals,1.85,9.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Under,FanDuel,totals,1.96,9.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,MyBookie.ag,h2h,1.73,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Miami Marlins,MyBookie.ag,h2h,2.17,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,MyBookie.ag,spreads,2.43,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Miami Marlins,MyBookie.ag,spreads,1.61,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Over,MyBookie.ag,totals,1.91,9.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Under,MyBookie.ag,totals,1.9,9.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,LowVig.ag,h2h,1.77,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Miami Marlins,LowVig.ag,h2h,2.18,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,LowVig.ag,spreads,2.53,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Miami Marlins,LowVig.ag,spreads,1.58,1.5,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Over,LowVig.ag,totals,1.85,9.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Under,LowVig.ag,totals,2.03,9.0,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,BetOnline.ag,h2h,1.77,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Miami Marlins,BetOnline.ag,h2h,2.18,,2025-07-07 23:11:00,2025-07-07,23,11
2025-07-07 14:23:23,Miami Marlins_Cincinnati Reds_20250707_2311,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,BetOnline.ag,spreads,2.52,-1.5,2025-07-07 23:11:00,2025-07-07,23,11
